Place,Type,Size,Neighborhood,Address,Ambience,Purchase Required,Parking Situation,Free Wi-Fi,Has Cinnamon Rolls,Has Reviews,Description,Website,Google Maps Profile URL,Apple Maps Profile URL,Comments,Google Maps Place Id,Latitude,Longitude,Place Enhancements Link,Last Modified Time,Created Time,Operational,Photos
Barnes & Noble | SouthPark,Bookstore,Large,SouthPark,"4020 Sharon Rd, Charlotte, NC 28211, USA","Cozy,Airy",No,Free,Yes,No,Yes,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",https://stores.barnesandnoble.com/store/2317,https://maps.google.com/?cid=7242336970558020082,"https://maps.apple.com/?ll=35.1555062,-80.8245436&q=Barnes%20%26%20Noble%20%7C%20SouthPark","They have a good set of the comfy couches both downstairs and upstairs, but mostly upstairs. The Starbucks within here is good sized as well, so it's not hard to find seating somewhere. A very good Barnes & Noble. Lot's of people hangout here to read, study, work remote, etc.",ChIJRw72WTyeVogR8hnKaRrzgWQ,35.1555062,-80.8245436,,1/6/2025 12:38pm,11/6/2022 6:47pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqG79Zi9vDXzghhK8X8Gpy8S3DYOxmC91Jgm_5GwTP2XZxF_xLpz1NGQWRkg3my4eeN47jfo3Cnmz-JnLrKAJqeMN6ByVARdwR8=s4800-w4800-h3200', 'https://lh3.googleusercontent.com/places/ANXAkqEgUa5zjoGTqs4ksGB5bCAnyfEC63FOLRoti3u9BtKsV75CrM2rXA3QMJvvcX1pMpaWxwa2okqCydDWRkD5ZvzcWMDIB4nJFQM=s4800-w4800-h2700', 'https://lh3.googleusercontent.com/places/ANXAkqGPBXP2ETvwxceWVGeOzzKtagZ5tcNUtwSxgWmNNWjWNMnWUhaC2yjqGPRMuUFC8JArTCXxCvBjmS4diTfmdUz2V4NolmP0LUM=s4800-w4800-h2700', 'https://lh3.googleusercontent.com/places/ANXAkqEw3xdyHSSG4fmq3_jqxbaaT4tkwCqUb0l_6BHU4J8QVwyq0ue94QUWP1nqJSJpREfGET1U5CFBrNKtw7_QZl_D6IOd6EQI1C0=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqGE7Rx2XGk3k7zfTAXE68f3_qNpNaZTI7qs6oUcoP-lVwwNuqUXBYlPzcXmxlL0OgNwAKzsPzpdsH-7OYx1Y-HgQ77E7KYvAS4=s4800-w4160-h2080', 'https://lh3.googleusercontent.com/places/ANXAkqHIq8oGQ1_PA6jAR9xeguX58gWtKjSh7-dOmXovRbhWf72KcKa3qPL980kV6MQZ-bLkGlMmOpcJp9s0sMmegJjjovLYbtxDABo=s4800-w4800-h1044', 'https://lh3.googleusercontent.com/places/ANXAkqETVRs82x_tN5Lmw3WsngoPNuWaz1u7qC9nkGTtvIDVBKF38dPgG1iUQ8Aq5DpRjdHIV_NyFgO4uy_6kVGOcROHgIfvnuyfTUg=s4800-w4800-h2700', 'https://lh3.googleusercontent.com/places/ANXAkqE9UjFq9KPaaPUiyYDz3rTAInNC5GdU9AYU01fM6Vb26CRTJkmTBsBqcgJVAmabF-MwJGiHsjOZclrairJ-lHZKFmDOx3DnFl4=s4800-w4800-h2700', 'https://lh3.googleusercontent.com/places/ANXAkqHjLdEr2s2VR0qF91OQ5yfFz4COKyOlyTYzatQNkxgLEbq8C5r0eTfyBsA6jNNZOH7uDs0zGpPB-H49qCTprY7zLcnT-G1J-NA=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqG2d1ocFqav6vRruyVUjeqn_7jZqTA6Xqh1J7Pdv7gcX0gJkdI7vmrs-jCnu_RQD9ic6t8DqowE3r6TBuqFMsjwLLYGLHiFH8E=s4800-w3000-h4000']"
Biggby Coffee,Coffee Shop,Small,Pineville,"10215 Mcintyre Rdg Rd #100, Pineville, NC 28134, USA",,Yes,Free,Yes,No,Yes,"Cheery regional coffeehouse chain serving specialty drinks, smoothies & baked goods.",https://www.biggby.com/locations/,https://maps.google.com/?cid=1723359119140794944,"https://maps.apple.com/?ll=35.0894602,-80.91537919999999&q=Biggby%20Coffee","I’d say this is most similar to a small Caribou Coffee. Coffee, tea, food, pastries, and a drive thru. This location is new (as of 2024) and very clean as a result. Also, I'm like 70% sure they get their sandwiches from the same place as Caribou Coffee, they're great. Not a ton of seating, so if you drive here and can't find a spot, drive up the street to the Pineville Library or Waterbean Pineville for more options.",ChIJIUypPHSbVogRQDLR9PyZ6hc,35.0894602,-80.91537919999999,,1/7/2025 9:13am,6/13/2024 1:29pm,Yes,['https://lh3.googleusercontent.com/places/ANXAkqESIfkK5mEkAFTaA14lE9e0dkfGV6MH0jK6DLN6NyVnWqfU7BQKXv19KLW6p7UgQt4P2JVFoOyNxyn3o8a56flTxhD3STGbsH0=s4800-w3024-h4032']
Bill and Bobs Coffee Bar,Coffee Shop,Medium,Stallings,"2749 Old Monroe Rd, Stallings, NC 28104, USA",,Yes,Free,Unsure,Unsure,Yes,,https://www.instagram.com/billandbobscoffeebar,https://maps.google.com/?cid=15221030616086405980,"https://maps.apple.com/?ll=35.0868874,-80.6957709&q=Bill%20and%20Bobs%20Coffee%20Bar",,ChIJt1kNIlwlVIgRXOMsa7P2O9M,35.0868874,-80.6957709,,1/7/2025 9:13am,6/9/2024 9:54am,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqHjQK-RVcwVRkxN4fIqK12jliKHPCkJf3hyxZEGnF9GUxAMoy9LCR4YSSkNLx8zcozKCBtXQ5vjaB-mRnl4h5f271nJZehO-ls=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqF3RM4MEGzvUi-iIYr9InCQnKTPjS2tK5wwdkm1xcI0eIoAGwiJqOatn51Hf-s4U3Zw72Uvm-PbuBllb_h7RCWVxgSWJkGqbL8=s4800-w4800-h3600']"
Bitty & Beau's Coffee,Coffee Shop,Medium,South End,"1930 Camden Rd Ste 236, Charlotte, NC 28203, USA",Charming,Yes,Free,Yes,No,Yes,Bitty & Beau’s Coffee is more than just a place to grab a cup of coffee — it’s an experience. The shop is run by people with disabilities and guests love the vibe — come see for yourself!,https://www.bittyandbeauscoffee.com/location/charlotte/,https://maps.google.com/?cid=9090430190261038746,"https://maps.apple.com/?ll=35.2108147,-80.8606429&q=Bitty%20%26%20Beau%27s%20Coffee","Check out their website for the story of the business. Great mission, great values, great staff, great people.",ChIJHWgM3CifVogRmu7-SRiyJ34,35.2108147,-80.8606429,,1/7/2025 9:13am,11/6/2022 6:47pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqHRUYxL0sxD_-Yqyx-qrAgrgxe3PxON9CsVRWsA1sKZwsbnK2kVSBOBxyrnfS03HmJYaQwk8dZUIxmRA7pzN8POlWo_NV23-A=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqEzMDRFK8OaIFIdf8-jTJ1-wFqQZVbVQWxNTQAO6iH1wBn1rxgl7r9mZu7q3LNDUNllW6fYOGF02eCx7fjfov_bh9t7v56k2Bs=s4800-w2992-h2992', 'https://lh3.googleusercontent.com/places/ANXAkqHiU7oWQmyoY_F75o1qNl0H_r1UwgHVQEysBECbUkOV9EK8jEGrcIHfkY7BR89WRpAxp1RX3PDV47_E6w3eahw7-pyVHKVPc9o=s4800-w2992-h2992', 'https://lh3.googleusercontent.com/places/ANXAkqFkSLJyYGTYdPpu5PF0eeEiVBc_WfL0FA3SL3AwS7K4QUTEh8LD2HgQxWC_kLXL_OFvA1p7VKqG7cH271P-nRdCi7fSdr49GA=s4800-w3614-h4800', 'https://lh3.googleusercontent.com/places/ANXAkqHxUjYIsv4yqWlACW8b9JgmHf8fYyXAVUhGrzdh2UDNvhKA0ETCyLVuy5hed_7y_fBTHvWGScKyT-Q6WLYu4rWQLLB7kUPfbf0=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqG6Rc-XmQga65uY9uoqTZnOqoVxIk8AgdoEvBxvBnHb8YRPwSC-DLNcU4Oy7LJ-rl4my89XZzDBOeC4oRGKJf0Mf0dhjYWpBbY=s4800-w2992-h2992', 'https://lh3.googleusercontent.com/places/ANXAkqH4JMQ7sOLh-dBtSVtJwu5QBhbRCMIrNwgddIwlQ53ZZASdYoQw9bHd4wXQ675sj0LUi1tR-HgYNBOYoc2GmSxmxA_aLO05ZR8=s4800-w4000-h3000', 'https://lh3.googleusercontent.com/places/ANXAkqHD6jnWTjP9ot4n2wM4KLnuRYJqaST1pu8nmVyYKuy8X-MV6Pb16n_h8VUNpJtPYUl5RhM0byP9CV8yTkNXHIX1sTK5Vpt6BXA=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqFQ_DX0jy6I0-kC845S8L8aVR1W2ckacjRmWorecKB3vylufpnBhJ-SvD7rRbDDe2hkCRiuisiEJJT0De_rdpfPdKpZqO_08ao=s4800-w2992-h2992', 'https://lh3.googleusercontent.com/places/ANXAkqEB7cJc88nsQ9_Q96gSIv_g9qhl8rr5d5ny5IcLTweZggmBIojtJUoxfXRydcX7oCOsF2PwsCb425XCH0XgPOTpIQllbQFX-Go=s4800-w2992-h2992']"
Brakeman's Coffee & Supply,Coffee Shop,Small,Matthews,"225 N Trade St, Matthews, NC 28105, USA","Cozy,Charming",Yes,Free,Yes,No,Yes,Popular gathering place for craft coffee drinks & tea with outdoor seating on the front lawn.,http://brakemanscoffee.com/,https://maps.google.com/?cid=7023884717913478156,"https://maps.apple.com/?ll=35.1178903,-80.72102679999999&q=Brakeman%27s%20Coffee%20%26%20Supply","Sits in a converted home, very cozy, very welcoming, very warm, very, dare I say, demure? Between outdoors, the first floor of the house, and the upstairs area, there's a good amount of seating. The parking situation however can be challenging during peak times. There's about 6-8 spots right behind the shop and a handful more directly in front. Great atmosphere for working remotely, meeting friends, or just vibing. It's everything a third place is supposed to be. Coffee and tea is great, and they have great pastries as well. Awesome spot!",ChIJU36j5gEkVIgRDBSH0u_ZeWE,35.1178903,-80.72102679999999,,1/7/2025 9:13am,11/6/2022 6:54pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqHpwpqkJYVZf4e5fJF75712IGkF5mJ2F6ON5QC8Amuzzw3LHlBbGqMV4qF1svozzTdzXP_4EAVG58XFZG1diX8HJ3XGBgoZ7KA=s4800-w2896-h2896', 'https://lh3.googleusercontent.com/places/ANXAkqGdRBQs2x8jgAxZSXTxPR4H7nb7AKUh8o8qdIoxGhQRs2WE4QQXgjjtTeH82i-Nil2Qbo1dB9NRRswk4igL423YkKiWLUuefL0=s4800-w1440-h1800', 'https://lh3.googleusercontent.com/places/ANXAkqHMfSIrgn4Q4R3hRD_N2vxdKaBejXSzGLBu-eGjailz8LyH0pngdJr3HWDXiBwrdWwDuZTfSFsJWNDj7tVGfWbNSDY_mUuZOQ=s4800-w4000-h3000', 'https://lh3.googleusercontent.com/places/ANXAkqFMuk87JeTm3rCeHb_tmu_A5-hG8pcuBaQRQkbUtnzPnH9eTLqPpzMAzb0H7Ll5fRNyndLz8BdLR3ZrGe3FOWLrG9h1Bt9Xt3g=s4800-w1179-h1509', 'https://lh3.googleusercontent.com/places/ANXAkqGgPb2aEXBd57SgQ6eTJpjjQGdZrGbblgWuB9u8Sha22PvnKD9zTk0Lx9h4BSplgi5OIAdH8zMEa2YNTxDestq0v7UBqTsbIrg=s4800-w1179-h1532', 'https://lh3.googleusercontent.com/places/ANXAkqEeEToEY4JLqQhtut_qEDn19ziWHDh98MVIMF8eJhd8CCNsn2fizCCMuiJh31sfsrIpWufi2y5FqUdmA5mD7jcS4EEdTrv74g=s4800-w3000-h4000', 'https://lh3.googleusercontent.com/places/ANXAkqFP1k-OFvfyjRCbPQNOwL7Uzx8upVTmUknpLKVinmRr_15ICA5lHIY8nPHG8_fVHR-h7Fn08dd7ucm7bHiq6UQXTNQa8sxUbQo=s4800-w3000-h4000', 'https://lh3.googleusercontent.com/places/ANXAkqFpcK4JW6ZS2WDy1P9ZgIxu6CPf0sKlrE9htCP43HpPtMGUwUZW47f0uBhxDp6vw9doYxlDAXS7EOpKP2N-UVXODBfvg-3Haqk=s4800-w2352-h3136']"
Café Moka,Café,Small,Providence Crossing,"7416 Waverly Walk Ave H3, Charlotte, NC 28277, USA","Modern,Trendy",Yes,Free,Yes,No,Yes,"Café Moka is a locally-owned coffee shop, offering a broad selection of hand-crafted beverages, including coffee, espresso, teas, smoothies and cocoas. ",http://www.cafemoka.us/,https://maps.google.com/?cid=14657587284464390853,"https://maps.apple.com/?ll=35.0510115,-80.7669662&q=Caf%C3%A9%20Moka",Right next to a Whole Foods and Panera Bread so you have 3 options all within walking distance.,ChIJ9_BuwwEnVIgRxVLI2vk1ass,35.0510115,-80.7669662,,12/20/2024 3:04pm,11/6/2022 6:52pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqHNhLikVBulDGAiLXO2lpN14J8k2Fl6kWUX2Dzzy3zeyun6pzGlGxhEn-d5AZSgf7qwS--QWavSfEurEdiZbrqPRJpcwJtv6-k=s4800-w4032-h2269', 'https://lh3.googleusercontent.com/places/ANXAkqEa8pGhBEy7YGFUzhYYnv2Na-d3EgIZcRczjzuwL5UpnHp_nBchASZept60DdqfMLTMQA6VORvlz955dY4z2J0iC1oqNPWH_68=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqH6Flk0qwGB-pF-2vTEZiTx2EShNbIY7qZjdK0T6gjWyD834bIrFrl-q9mwhbVaMtr2IkwwVVuMGxgOZgpc0dIlWtFtNbJw8Z8=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqGP769YYwfyZTcbRm3-oJtTbDxJnQuE8DbBhNnO4qAqVyi15U-QoMWM7QXZ4osK-DjWrHIjmz8Bk8KAtrYjosbH6IRHf6OD_mw=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqE1GLkDroYj96InSThIlrosh_8j9gmFj2mwM0Rnvs9u0kN3q_kCoyyOwnNut3foD_axPWTe3fSJk1b7gTHuHBqotAxr4qHirpI=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqE2vahQvicoAKua0xj6GOJSF_l_2_TwaTYML2WzS8AMDFqfxmaTu2cy4fytybSi1EqsG8PjtlBCn0BfOMsZ_e04urPxMgfH-q0=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqEojGwHJaViGzKwBgYIFRE9UFx0fLhH7kx3wDdff98LdQqvtrPRVxR0-wH9b_wIcNvB_0LO0cj91G4ElxtslgDmnnjOgQ2_MYc=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqERCm7ZXp39JL--XMFlF2mFDPYS75DK9tJtpRQ8c-H3dGqYYD7s8yWPfbGJcU4ZczJ3E9dYpg_IzCx8qZOiOf-8uUNZs-96uiI=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqGlFqTHJgyprHN9O7meA7Qn3NABYbiCLfIMgrhsUTR-HCMoUSGkvkxyiC7MV8jqTiUCx-ii0wP2IDnDeZuhq7svcT3_hhd5z3g=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqFLhkyOVHGWKCg_rzNcda_mxqlgvPgVzNXTo3eCi8o-SfcHi0KTvGOoh91T51O575krdKuK7CUNwOxbyIF4wmfGOQlUPoe2J-c=s4800-w4032-h3024']"
Caribou Coffee | Foxcroft,Coffee Shop,Small,SouthPark,"7804 Fairview Rd B, Charlotte, NC 28226, USA","Cozy,Relaxed",Yes,Free,Yes,No,Yes,"Coffeehouse chain serving signature drinks, mochas & lattes, plus coffee & breakfast.",https://locations.cariboucoffee.com/us/nc/charlotte/7804-fairview-road,https://maps.google.com/?cid=189489591108872562,"https://maps.apple.com/?ll=35.1469923,-80.8090514&q=Caribou%20Coffee%20%7C%20Foxcroft","A favorite study spot for students in the area. Not a ton of space, but what they have, they use well. Caribou has an extra large size for hot drinks that's beyond the Starbucks venti. For that alone, I prefer their locations. Also the sandwiches are better.",ChIJnSAajqAgVIgRcqmtdsczoQI,35.1469923,-80.8090514,,1/7/2025 9:13am,11/6/2022 6:51pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqFDGEl0FwV1wC7m4CgoRJR7AtDa5wsVmTqBzA4Vwn2dVZNc9TGzb-UmBe9B9uui8pBVXxRtXTwva2COIZjQRt3nnLyFzudYS_I=s4800-w1366-h768', 'https://lh3.googleusercontent.com/places/ANXAkqGwa4Mpt_q28xUVbJHJuPJmysmJqy-e4t2vudPqWCpOakFOBxRqySwUFzeng-XGhbcCU6AIie-6HWfN3mYvh1ZE_Q6BFo99lK0=s4800-w422-h464', 'https://lh3.googleusercontent.com/places/ANXAkqEbw7i_zwfO8uUHqXWKosdMtdOWqGw2n6q-iDKhedKtfBo9EAzKHdR2_O9nP531hfRGszUIdjhVYBFkbOc4K3hcFjfyhBXeID8=s4800-w422-h464', 'https://lh3.googleusercontent.com/places/ANXAkqGeetHzcKn-aBLYFvYkCi82eFcaNgbfBymhUYHrAV-u6PnXwCs1_qLS8KDMNrgxY1e_OCxowv2Y26420ix2hfFiM4kUAf834XY=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqG5Xw7_K0p4MH5UWJhLP3TSZPV72UBtAhakA25CaRUOt2KRQY7Rz5KGLwLvT4R3nmKGm-EEaCDFnCSF62wvcTZHFE0HkfKDghQ=s4800-w422-h464', 'https://lh3.googleusercontent.com/places/ANXAkqHCOXMPXUtLwWYQcOANpQFUSPy-YKw1geyBJ059PGg-DdNfhW5mjBGHmK43WnsYIjUDbcJgLjiee-uDGQvL0DR9S8zu6vaHAgw=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqEHvOdl-TJpejzGTRDV25PWCP5lsP98ScM4vFNPzayqcncoWTSz80CQe4mXR7uxJmH5ouwpKTJbotjgGrRunCxMdM5MkvGVZh0=s4800-w422-h464', 'https://lh3.googleusercontent.com/places/ANXAkqH3XUetnceJbms3v5XGjnFNTJiuME8AmyW9QrOeo5WS9-3mrM_RpH6AQzWRiYh7fxK-u2g7X8FqQEdmFv6CKzHmY3Q-KalBbe0=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqELLSTjQfYXTHs6wHlPj_LaPLfoLrjMlPm59W0BrVVbJyKQ2cMUjk1usD4lWIiZ9rp-m_KTE_hrpvbZLMUvM_H72KhSO5LK72w=s4800-w4032-h3024']"
Caribou Coffee | Park Road,Coffee Shop,Large,Montford,"4327 Park Rd, Charlotte, NC 28209, USA","Vibrant,Energetic",Yes,Free,Yes,No,Yes,"Coffeehouse chain serving signature drinks, mochas & lattes, plus coffee & breakfast.",https://locations.cariboucoffee.com/us/nc/charlotte/4327-park-road,https://maps.google.com/?cid=13252714994385595229,"https://maps.apple.com/?ll=35.1731878,-80.8477315&q=Caribou%20Coffee%20%7C%20Park%20Road","This spot shares a space with a Bruegger's Bagels and as a result is rather large. Great access to outlets, plenty of seating, drinks from Caribou and food from Bruegger's. Great remote work spot. It also gets surprisingly calm after the lunch rush since Bruegger's closes before Caribou. It can be quite chill in the afternoons. There's also two large tables back behind the checkout counters where the restrooms are for extra seating.",ChIJeYjcc1OeVogRXavYTRIa67c,35.1731878,-80.8477315,,1/7/2025 9:13am,11/6/2022 6:45pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqEhpBsQJSJTzSprJmU6EE7wXsnaY_zJbORpSBa8Z9diYjw7J0flqZyLyWbr666k9UjX8xDJIFjU_Kydfwdnz2IKXslHcx2sq7Y=s4800-w640-h480', 'https://lh3.googleusercontent.com/places/ANXAkqH-KE7r9__Q-_mYthS8uqxXhiSz0LWuEwfR3FfUFVLzivTgSk3JG_LdpcY0GMWmDuY0qh7E3L-X0oIWyI1AQhL1atVWJgzzSZ8=s4800-w1366-h768', 'https://lh3.googleusercontent.com/places/ANXAkqGOUwHNyE5ryByqYC-GTUiIdTtx3DXjTRgmS8GhOGR-LU78NyqRBoaRTPz1nwwU5wEWBqmrxPKVCOXcTOyQHdOwPqxXPQJFdB4=s4800-w422-h464', 'https://lh3.googleusercontent.com/places/ANXAkqGI6aQKyhsjj9LkMhZim7bNzUoiiAMRJ7ojGEMwb_hZwiQDQ65TA8f7RuwkUJFMgSUCbuAPeCTOwdRMJy9qRFqk11ncsBAUejw=s4800-w422-h464', 'https://lh3.googleusercontent.com/places/ANXAkqF8MLSnaflWjwcqU_BDC6UEU43EzNpwnUTP-YFlF-GiIHyfFzn3D61N-p9VF_ShqSl5PtOGv_p2D0SEpBXsKrghjLSuW8JdBS8=s4800-w422-h464', 'https://lh3.googleusercontent.com/places/ANXAkqHZPOMN0cHlDfmqgyWO1lQCYpCS_dA-cOFYM9KbRF217H9vZ3nSoceTYUQPUZctQ_7n3cnoz-CJUvY7daZlskzk2U9yxiqFYVQ=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqHW_sA2POxnMste0WbwHktJ0rrE2BmkHTxmW5G3j_TThgobW_UAP2PALPQ-zPyyr7_FfL6J9SadPKdKTjZEP6-kkHEczbM8tA4=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqGyejTEeaVWv3i_eEGIXC1PMCi3JkwiGJf5HaH5UIHyO35KCfzrl8aMckV0irQT1XUj6v9PwQD4i4l1QcGWTQBf_uPhh7vj1ls=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqGqPZHGjSEfGlaSNHS551ZMze2k7gVNFycsn7dIwV8RGESaecWgWB2sBmCIrtbjqVslxzPc5ZiTO1POE8aD4LRZUBXiGbO6j-w=s4800-w3600-h4800']"
Carolina Tabletop Games,Game Store,Medium,Pineville,"315 Main St #1, Pineville, NC 28134, USA",,No,Free,Unsure,No,Yes,,https://www.facebook.com/carolinatabletopgames/,https://maps.google.com/?cid=17354535884055486593,"https://maps.apple.com/?ll=35.085470799999996,-80.8906562&q=Carolina%20Tabletop%20Games",There's a free parking lot down the street by the Pineville Police Department building within walking distance.,ChIJG9_9LYScVogRgaDlMnCy1_A,35.085470799999996,-80.8906562,,1/7/2025 9:12am,8/3/2024 3:54pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqE_3dVCn2k2HXFgpKYVWVBC_7mnhdrlgpEJ49qpR3ovG864ik-elk8B528qR1AEbSjdfsBqm1klB5nbA-bW7lM6jnBtKWbXKJA=s4800-w3507-h2338', 'https://lh3.googleusercontent.com/places/ANXAkqEYWyxQPp8YYi6T9XSLtna11qmpLVFQfBqx9fxmv9B0pkAC-mCZ20b8gFLgumHrGJ3GDRTR84w-E3XNjpunigRlnzyCW6hA-O8=s4800-w2448-h3264']"
Central Coffee Co,Coffee Shop,Small,Elizabeth,"719 Louise Ave, Charlotte, NC 28204, USA","Cozy,Quaint",Yes,Free,Yes,No,Yes,"Independent coffee shop with breakfast, house-baked pastries & baklava, brick walls & a fireplace.",http://centralcoffeeco.com/,https://maps.google.com/?cid=1033377788649795860,"https://maps.apple.com/?ll=35.2215056,-80.8219556&q=Central%20Coffee%20Co",,ChIJZ0SFxxygVogRFPE_q59LVw4,35.2215056,-80.8219556,,1/6/2025 12:38pm,11/7/2022 9:58am,Yes,[]
Change Please Coffee,Coffee Shop,Medium,Belmont,"932 Seigle Ave, Charlotte, NC 28205, USA",,Yes,Free,Yes,No,Yes,"Change Please is where social enterprise and coffee expertise blend. We train and employ people experiencing homelessness as baristas and put 100% of our profits towards giving our employees fair wage jobs, housing, therapy support, childcare, healthcare, onward job opportunities and more.",http://changeplease-us.org/,https://maps.google.com/?cid=15389504215864568181,"https://maps.apple.com/?ll=35.226286,-80.8235084&q=Change%20Please%20Coffee","This spot has a great mission b employing the homeless in the store. It’s within the Innovation Barn, which is a cool spot in and of itself.",ChIJHacK4I2hVogRden7F4yAktU,35.226286,-80.8235084,,1/7/2025 8:24am,8/18/2023 3:56am,Yes,[]
Charlotte Mecklenburg Library | Allegra Westbrooks Regional,Library,Medium,Lincoln Heights,"2412 Beatties Ford Rd, Charlotte, NC 28216, USA",,No,Free,Yes,No,Yes,"The Charlotte Mecklenburg Library is one of America’s leading urban public libraries, serving a community of more than one million citizens in Mecklenburg County, North Carolina. Through 20 locations, targeted outreach and online, the Library delivers exceptional services and programs, with a mission to improve lives and build a stronger community. In short, we strive to be essential to our community. ",http://www.cmlibrary.org/,https://maps.google.com/?cid=16484156916042376533,"https://maps.apple.com/?ll=35.2676338,-80.8533392&q=Charlotte%20Mecklenburg%20Library%20%7C%20Allegra%20Westbrooks%20Regional","This is a newer library in terms of having a modern layout and seating. Most of the space is taken up by the computer lab, teen area, and small children area, leaving limited options for general seating, but enough to not be overly concerned about finding a spot. They also have a patio, 3D printers, study rooms, and plenty of artwork adorning the space. Great vibes.",ChIJa3UTEf6gVogRVSWB2mB9w-Q,35.2676338,-80.8533392,,1/6/2025 12:38pm,11/9/2022 2:25pm,Yes,[]
Charlotte Mecklenburg Library | Hickory Grove,Library,Unsure,Hickory Grove,"5935 Hickory Grove Rd, Charlotte, NC 28215, USA",,No,Free,Yes,No,Yes,"The Charlotte Mecklenburg Library is one of America’s leading urban public libraries, serving a community of more than one million citizens in Mecklenburg County, North Carolina. Through 20 locations, targeted outreach and online, the Library delivers exceptional services and programs, with a mission to improve lives and build a stronger community. In short, we strive to be essential to our community. ",http://www.cmlibrary.org/,https://maps.google.com/?cid=5185166074175082484,"https://maps.apple.com/?ll=35.2229885,-80.728155&q=Charlotte%20Mecklenburg%20Library%20%7C%20Hickory%20Grove",,ChIJg0MLZk4fVIgR9M-cgBJp9Uc,35.2229885,-80.728155,,1/6/2025 12:38pm,11/9/2022 2:22pm,Yes,[]
Charlotte Mecklenburg Library | Independence Regional,Library,Unsure,East Forest,"6000 Conference Dr, Charlotte, NC 28212, USA",,No,Free,Yes,No,Yes,"The Charlotte Mecklenburg Library is one of America’s leading urban public libraries, serving a community of more than one million citizens in Mecklenburg County, North Carolina. Through 20 locations, targeted outreach and online, the Library delivers exceptional services and programs, with a mission to improve lives and build a stronger community. In short, we strive to be essential to our community. ",https://www.cmlibrary.org/,https://maps.google.com/?cid=16749755541475292494,"https://maps.apple.com/?ll=35.1764729,-80.7554267&q=Charlotte%20Mecklenburg%20Library%20%7C%20Independence%20Regional",,ChIJ74Rnd68hVIgRTvVDxOsVc-g,35.1764729,-80.7554267,,1/6/2025 12:38pm,11/9/2022 2:21pm,Yes,[]
Charlotte Mecklenburg Library | Matthews,Library,Large,Matthews,"230 Matthews Station St, Matthews, NC 28105, USA",,No,Free,Yes,No,Yes,"The Charlotte Mecklenburg Library is one of America’s leading urban public libraries, serving a community of more than one million citizens in Mecklenburg County, North Carolina. Through 20 locations, targeted outreach and online, the Library delivers exceptional services and programs, with a mission to improve lives and build a stronger community. In short, we strive to be essential to our community. ",http://www.cmlibrary.org/,https://maps.google.com/?cid=15231654489899386947,"https://maps.apple.com/?ll=35.1160169,-80.7185588&q=Charlotte%20Mecklenburg%20Library%20%7C%20Matthews","As is standard for Charlotte-Mecklenburg libraries, this place is very nice, clean, and cozy. It’s right in the heart of Matthews downtown with all the various shops within walking distance. I’d consider this a great place to read or study, not necessarily work remotely, as seating near outlets can be tough. Great library though. Lots of couches for individual seating and comfy reading.",ChIJL6KX0gMkVIgRQ8jvyw61YdM,35.1160169,-80.7185588,,1/7/2025 9:13am,11/9/2022 2:27pm,Yes,['https://lh3.googleusercontent.com/places/ANXAkqFHegyMG3yEjxpGdeRlcnlgSYwc6dS9TYTm4or3qLY9ZdW54rloj96gyS1QNP1kY2ViRkm3yd2m3H9L26aVc0uJ2AG28wsC024=s4800-w3024-h4032']
